county,locality,lat,lng,address,,height_regime,year_built,risk_category,consolidation_status,examination_year,certified_expert,observations
Dolj,Craiova,44.3169429,23.7953444,"str. Calea Unirii, nr. 21","Jud. Dolj, Mun. Craiova, str. Calea Unirii, nr. 21",S+P+M+3E+4R,1982,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc 21A - in curs de reabilitare termica
Dolj,Craiova,44.338222,23.7811914,"aleea Arh. Duiliu Marcu, nr. 14","Jud. Dolj, Mun. Craiova, aleea Arh. Duiliu Marcu, nr. 14",S+P+10E+Eth,1974,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc 10, sc. 1 - in curs de reabilitare termica"
Dolj,Craiova,44.3193555,23.7942362,str. Mihai Viteazu nr.2,"Jud. Dolj, Mun. Craiova, str. Mihai Viteazu nr.2",S+P+4E+Eth,1982,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc 2 - in curs de reabilitare termica
Dolj,Craiova,44.3193779,23.7937905,str. Mihai Viteazu nr.4,"Jud. Dolj, Mun. Craiova, str. Mihai Viteazu nr.4",S+P+4E+Eth+Pod,1982,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc 2A - in curs de reabilitare termica
Dolj,Craiova,44.319111,23.8221282,"str. Mihail Strajan, nr. 9","Jud. Dolj, Mun. Craiova, str. Mihail Strajan, nr. 9",S+P+4E+Pod-tr1/S+P+4E+tr2-7,1967,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc a7 - în curs de reabilitare termică
Dolj,Craiova,44.3280971,23.8098905,str. Constantin Argetoianu nr. 21,"Jud. Dolj, Mun. Craiova, str. Constantin Argetoianu nr. 21",S+P+4E,1988,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc K36 - in curs de reabilitare termica
Dolj,Craiova,44.3392147,23.7707322,"str. Elena Farago, nr. 34","Jud. Dolj, Mun. Craiova, str. Elena Farago, nr. 34",S+P+4E+Pod,1980,RS3,NO,2022,ing. Popescu Dumitru Dan,bloc 173E - in curs de reabilitare termica
Dolj,Craiova,44.3395987,23.7700259,"B-dul, Dacia, nr. 10","Jud. Dolj, Mun. Craiova, B-dul, Dacia, nr. 10",S+P+4E,1980,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc 174C, sc.1 - în curs de reabilitare termică"
Dolj,Craiova,44.3119469,23.7868877,"str. Bibescu, nr. 82","Jud. Dolj, Mun. Craiova, str. Bibescu, nr. 82",S+P+10E+Eth,1980,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc A12, sc. 1 - in curs de reabilitare termica"
Dolj,Craiova,44.3172555,23.8099551,"str. A. I. Cuza, nr. 46","Jud. Dolj, Mun. Craiova, str. A. I. Cuza, nr. 46",S+P+7E+Eth,1991,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc 10 A, sc. 1 - in curs de reabilitare termica"
Dolj,Craiova,44.3283451,23.8136924,"B-dul, Dacia, nr. 134","Jud. Dolj, Mun. Craiova, B-dul, Dacia, nr. 134",S+P+4E,1970,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc K1, sc. 1 - în curs de reabilitare termică"
Dolj,Craiova,44.3181791,23.8211592,"str. Petre Ispirescu, nr. 30","Jud. Dolj, Mun. Craiova, str. Petre Ispirescu, nr. 30",S+P+4E+Pod,1979,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc 10, sc. 1 - in curs de reabilitare termica"
Dolj,Craiova,44.3177551,23.8210175,"str. Petre Ispirescu, nr. 34","Jud. Dolj, Mun. Craiova, str. Petre Ispirescu, nr. 34",S+P+4E,1979,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc 12, sc. 1 - în curs de reabilitare termică"
Dolj,Craiova,44.3143602,23.8400504,"str. Eustațiu Stoenescu, nr. 23","Jud. Dolj, Mun. Craiova, str. Eustațiu Stoenescu, nr. 23",S+P+4E+Pod,1980,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc F18, sc. 2 - in curs de reabilitare termica"
Dolj,Craiova,44.2984886,23.7961478,"str. Dr. Mihai Canciulescu, nr. 15","Jud. Dolj, Mun. Craiova, str. Dr. Mihai Canciulescu, nr. 15",S+P+4E+Pod,1982,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc I101, sc. A+B - in curs de reabilitare termica"
Dolj,Craiova,44.2984398,23.7950877,"str. Ștefan Berceanu, nr. 11","Jud. Dolj, Mun. Craiova, str. Ștefan Berceanu, nr. 11",S+P+4E,1982,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc I14, sc. 1 - în curs de reabilitare termică"
Dolj,Craiova,44.3155296,23.82098,"str. Spania, nr. 42","Jud. Dolj, Mun. Craiova, str. Spania, nr. 42",S+P+9E+10R+Eth,1975,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc P1, sc. 2 - in curs de reabilitare termica"
Dolj,Craiova,44.3118344,23.7894639,str. Lalelelor nr.2,"Jud. Dolj, Mun. Craiova, str. Lalelelor nr.2",S+P+7E+Eth+Pod,1987,RS3,NO,2022,ing. Popescu Dumitru Dan,"bloc D5, sc. 1 - in curs de reabilitare termica"
Dolj,Craiova,44.3127135,23.7881816,"B-dul. Ilie Balaci, nr. 3","Jud. Dolj, Mun. Craiova, B-dul. Ilie Balaci, nr. 3",S+P+M+7E+Eth,1981,RS3,NO,2022,ing. Constantin Pavel,bloc D4 A1 - in curs de reabilitare termica
Dolj,Craiova,44.3253406,23.7879533,"B-dul. Nicolae Titulescu, nr. 29","Jud. Dolj, Mun. Craiova, B-dul. Nicolae Titulescu, nr. 29",S+P+10E+Eth,1964,RS3,NO,2022,ing. Constantin Pavel,bloc I4 - in curs de reabilitare termica
Dolj,Craiova,44.3049123,23.7958337,"B-dul. 1 Mai, nr. 57","Jud. Dolj, Mun. Craiova, B-dul. 1 Mai, nr. 57",S+P+4E+Eth,1973,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 17 a - in curs de reabilitare termica
Dolj,Craiova,44.3127135,23.7881816,"B-dul. Ilie Balaci, nr. 5","Jud. Dolj, Mun. Craiova, B-dul. Ilie Balaci, nr. 5",S+P+M+7E+Eth,1981,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc D3A - in curs de reabilitare termica
Dolj,Craiova,44.312061,23.7883515,"B-dul. Ilie Balaci, nr. 7","Jud. Dolj, Mun. Craiova, B-dul. Ilie Balaci, nr. 7",S+P+M+8E+Eth,1981,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc D2 - in curs de reabilitare termica
Dolj,Craiova,44.3120363,23.7893221,"B-dul. 1 Mai, nr. 2","Jud. Dolj, Mun. Craiova, B-dul. 1 Mai, nr. 2",S+P+M+7E+Eth,1982,RS3,NO,2022,ing. Constantin Pavel,"bloc D4A, sc. 2 - in curs de reabilitare termica"
Dolj,Craiova,44.313794,23.837356,str. Calea Bucuresti nr. 141,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 141",S+P+4E+Eth,1984,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc N17 - in curs de reabilitare termica
Dolj,Craiova,44.3190076,23.8032201,str. Calea Bucuresti nr. 12,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 12",S+P+7E+E8R,1989,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc M8A - in curs de reabilitare termica
Dolj,Craiova,44.3144744,23.8315135,str. Calea Bucuresti nr. 135,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 135",S+P+4E,1985,RS3,NO,2022,ing. Constantin Pavel,bloc N5c - în curs de reabilitare termică
Dolj,Craiova,44.3137021,23.8382368,str. Calea Bucuresti nr. 147,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 147",S+P+7E+Eth,1982,RS3,NO,2022,ing. Constantin Pavel,bloc T10 - in curs de reabilitare termica
Dolj,Craiova,44.3136642,23.8409004,str. Calea Bucuresti nr. 163,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 163",D+P+6E+E7R+Eth,1983,RS3,NO,2022,ing. Constantin Pavel,bloc T14 - in curs de reabilitare termica
Dolj,Craiova,44.3129461,23.8368745,str. Calea Bucuresti nr. 8,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 8",S+P+9E+Eth,1988,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc E7 - in curs de reabilitare termica
Dolj,Craiova,44.3144744,23.8315135,str. Calea Bucuresti nr. 135,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 135",S+P+4E,1985,RS3,NO,2022,ing. Constantin Pavel,bloc N5a - în curs de reabilitare termică
Dolj,Craiova,44.313814,23.83701,str. Calea Bucuresti nr. 139,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 139",S+P+4E+Eth,1984,RS3,NO,2022,ing. Apostol Zefir Ioan George,"bloc N16, sc. 1-2 - in curs de reabilitare termica"
Dolj,Craiova,44.3140036,23.8374947,str. Calea Bucuresti nr. 143,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 143",S+P+4E+Pod,1984,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc N18 - in curs de reabilitare termica
Dolj,Craiova,44.313665,23.839711,str. Calea Bucuresti nr. 155,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 155",D+P+6E+7R+Eth,1982,RS3,NO,2022,ing. Constantin Pavel,bloc T12 - in curs de reabilitare termica
Dolj,Craiova,44.3128756,23.8518788,str. Calea Bucuresti nr. 1665,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 1665",D+P+6E+7Parțial+Eth,1984,RS3,NO,2022,ing. Constantin Pavel,bloc T15 - in curs de reabilitare termica
Dolj,Craiova,44.319732,23.7946775,"str. Calea Unirii, nr. 11","Jud. Dolj, Mun. Craiova, str. Calea Unirii, nr. 11",S+P+4E+Eth,1982,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc nr.2 - in curs de reabilitare termica
Dolj,Craiova,44.3198352,23.79503879,"str. Calea Unirii, nr. 11","Jud. Dolj, Mun. Craiova, str. Calea Unirii, nr. 11",S+P+4E+Eth,1983,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc nr. 3 - in curs de reabilitare termica
Dolj,Craiova,44.3274642,23.8098587,"str. Gen. Ioan Cernătescu, nr. 4","Jud. Dolj, Mun. Craiova, str. Gen. Ioan Cernătescu, nr. 4",S+P+4E,1964,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc A13 - in curs de reabilitare termica
Dolj,Craiova,44.31902958,23.81690003,"str George Fotino, nr. 8","Jud. Dolj, Mun. Craiova, str George Fotino, nr. 8",S+P+4E,1978,RS3,NO,2022,ing. Constantin Pavel,"bloc 12, sc. 1,2,3 - în curs de reabilitare termică"
