risk_category,consolidation_status,lat,lng,address,street_number,height_regime,locality,county,year_built,apartment_count,surface,,examination_year,certified_expert,observations
U1,NO,44.447069,26.109803,Strada MIHAI EMINESCU,37 (corp B),S+P+2E,Sector 1,București,1928,9,948,948,1993,Eugeniu IORDACHESCU,
RS2,NO,44.447245,26.101339,Strada MIHAI EMINESCU,40,S+P+5E+Ma,Sector 1,București,1935,,1435,1435,1994,Horia DUGAN,
RS2,NO,44.447826,26.104037,Strada MIHAI EMINESCU,57,S+P+3E,Sector 2,București,1925,,,,1993,Dan POPESCU,
U2,NO,44.448026,26.106686,Strada MIHAI EMINESCU,75A,S+P+2E+Ma,Sector 2,București,1927,4,429,429,1997,Silvia CARAMAN,
RS2,NO,44.447686,26.103729,Strada MIHAI EMINESCU,76A,S+P+3E,Sector 2,București,1936,,,,1994,Mircea NEICU,
RS1,NO,44.448025,26.106851,Strada MIHAI EMINESCU,77A,S+P+4E,Sector 2,București,1890,,,,1995,Silvia CARAMAN,
N/A,NO,44.500887,25.984127,Strada MIHAI EMINESCU,8A,S+P+7E+Ma,Sector 1,București,1939,,2618,2618,1993,Mircea CONDRUT,
RS2,NO,44.432501,26.095285,Strada MIHAI VODĂ,11,S+P+3E,Sector 5,București,1910,,,,1993,Radu PETROVICI,
U1,NO,44.43246,26.0951409,Strada MIHAI VODĂ,13,P+4E,Sector 5,București,1935,14,1624,1624,1993,Dan STANCIULESCU,
U1,NO,44.432515,26.094961,Strada MIHAI VODĂ,15,S+P+6E,Sector 5,București,1914,15,1878,1878,1997,Niculae TUDOSE,
RS3,NO,44.432638,26.095411,Strada MIHAI VODĂ,5,S+P+3E,Sector 5,București,1910,,,,1993,Mircea NEICU,
RS3,NO,44.432626,26.095294,Strada MIHAI VODĂ,7,S+P+2E+Ma; S+P+3E,Sector 5,București,1910,,,,1994,Dan GHIOCEL,
RS2,NO,44.4325029,26.095419,Strada MIHAI VODĂ,9,S+P+3E+Ma,Sector 5,București,1940,,,,1993,Radu PETROVICI,
RS3,NO,44.429586,26.073444,Strada MIHAIL MIRINESCU,19,S+P+1E,Sector 5,București,1932,,,,1993,Gabriel NICULESCU,
RS3,NO,44.430398,26.074085,Strada MIHAIL MIRINESCU,20÷22,S+P+2E,Sector 5,București,1938,,,,1993,Gabriel NICULESCU,
U1,NO,44.44649,26.087931,Strada MIHAIL MOXA,14,S+P+Ma,Sector 1,București,1890,,795,795,1993,Constantin ARIENESCU,
U1,NO,44.446454,26.087264,Strada MIHAIL MOXA,18,S+P+1E,Sector 1,București,1880,,760,760,1993,Constantin ARIENESCU,
U2,NO,44.446764,26.090102,Strada MIHAIL MOXA,2 (corp B+C),P+Ma S+P+1E+Ma,Sector 1,București,1920,,1889,1889,2019,Gheorghe VLAICU,corp A (construcție nouă – Hotelul “MOXA”) situat în Strada MIHAIL MOXA nr.4 (S+P+5E+ETEHNIC); reîncadrare în clasă de risc seismic în anul 2019; AC nr.287/1402309/2016 + nr.384/1522201/2017
RS3,NO,44.432397,26.075685,Strada MIHAIL OBEDENARU,11,S+P+2E+Ma,Sector 5,București,1938,4,750,750,1995,Adina SIMION,
RS2,NO,44.422131,26.093897,Strada MIRCEA VASILESCU,13 (corp A+B),S+P+1E,Sector 4,București,1927,,,,1993,Traian POPP,
N/A,NO,44.442218,26.077886,Strada MIRCEA VULCANESCU,107 (corp A+B+C),S+P+2E,Sector 1,București,1870,,,,1993,Radu AGENT,
U2,NO,44.442237,26.077805,Strada MIRCEA VULCANESCU,108 (corp A+B+C),S+P+1E; S+P+1E+Ma; S+P+2E+Pod,Sector 1,București,1924,9,1203,1203,1995,Adina SIMION,
RS2,NO,44.441992,26.07723,Strada MIRCEA VULCĂNESCU,119,S+P+4E,Sector 1,București,1936,,,,1996,Armand NEFIAN,
U1,NO,44.44387392,26.08654851,Strada MIRCEA VULCĂNESCU,12,S+P+2E+Pod,Sector 1,București,1917,3,362,362,2017,Dinu CIUBOTARIU,
RS2,NO,44.444145,26.087159,Strada MIRCEA VULCĂNESCU,2÷4,S+P+7E,Sector 1,București,1935,,,,1996,Alexandru BRANZEI,
U1,NO,44.443578,26.084946,Strada MIRCEA VULCĂNESCU,32A,S+P+2E+Ma,Sector 1,București,1900,8,856,856,1994,Radu DIAMANDOPOL,
RS2,NO,44.443567,26.085484,Strada MIRCEA VULCĂNESCU,39,S+P+1E,Sector 1,București,1870,,,,1993,Radu AGENT,
RS2,NO,44.443463,26.084182,Strada MIRCEA VULCĂNESCU,42,S+P+2E+Ma,Sector 1,București,1900,,,,1996,Nicolae CONSTANTINESCU,
RS2,NO,44.443325,26.083855,Strada MIRCEA VULCĂNESCU,61,S+P+3E+Ma,Sector 1,București,1930,,,,1994,Horia DUGAN,
U1,NO,44.443045,26.081403,Strada MIRCEA VULCĂNESCU,66,S+P+2E+Ma,Sector 1,București,1930,5,520,520,1996,Nicolae CONSTANTINESCU,
U1,NO,44.442819,26.079853,Strada MIRCEA VULCĂNESCU,74,S+P+3E+Ma,Sector 1,București,1935,5,839,839,1995,Ovidiu GEORGESCU,
RS3,NO,44.44289,26.079975,Strada MIRCEA VULCĂNESCU,76A,S+P+3E,Sector 1,București,1929,8,670,670,1994,Dan POPESCU,
U3,NO,44.442895,26.081003,Strada MIRCEA VULCĂNESCU,87B,S+P+2E,Sector 1,București,1936,5,435,435,1997,Ovidiu GEORGESCU,
N/A,NO,44.442664,26.079489,Strada MIRCEA VULCANESCU,96,S+P,Sector 1,București,1870,4,337,337,1993,Radu AGENT,
RS3,NO,44.4265362,26.0938809,Strada MITROPOLIT ANTIM IVIREANU,12,S+P+3E+Ma,Sector 5,București,1925,,,,1994,Dan GHIOCEL,
RS3,NO,44.425343,26.0921169,Strada MITROPOLIT ANTIM IVIREANU,45,S+P+3E,Sector 5,București,1936,,1139,1139,1995,Iorgu NICULA,
N/A,NO,44.426323,26.097533,Strada MITROPOLIT ANTIM IVIREANU,4bis,S+P+4E+Ma,Sector 5,București,1925,,,,1994,Dan GHIOCEL,
RS2,NO,44.410972,26.09096,Strada MITROPOLIT COSTACHE VENIAMIN,21A,S+P,Sector 5,București,1940,,,,1993,Valentin SEVCENCO,
RS3,NO,44.420515,26.0924479,Strada MITROPOLIT FILARET,16,S+P+1E,Sector 4,București,1900,,,,1993,Dan STANCIULESCU,
RS2,NO,44.4169029,26.0908964,Strada MITROPOLIT FILARET,73,S+P+1E,Sector 4,București,1900,,,,1993,Corneliu NICUT,
RS3,NO,44.409017,26.093256,Strada MITROPOLIT IOSIF,49,S+P,Sector 4,București,1930,,,,1993,Adina SIMION,
U3,NO,44.4211735,26.0910942,Strada MITROPOLIT NIFON,1,S+P+2E+Ma,Sector 4,București,1925,2,257,257,1993,Eugeniu IORDACHESCU,
RS3,NO,44.420603,26.0916635,Strada MITROPOLIT NIFON,12,S+P+1E+Ma,Sector 4,București,1932,,,,1993,Dan STANCIULESCU,
N/A,NO,44.493292,26.03517,Strada MITROPOLIT NIFON,12A,S+P+1E; S+P,Sector 4,București,1890,,,,1993,Dan STANCIULESCU,
RS3,NO,44.4205245,26.0918294,Strada MITROPOLIT NIFON,14,S+P; S+P+2E,Sector 4,București,1895,,,,1993,Dan STANCIULESCU,
RS3,NO,44.4205066,26.0920017,Strada MITROPOLIT NIFON,16,S+P+1E,Sector 4,București,1885,,,,1993,Traian POPP,
RS2,NO,44.4197918,26.0937036,Strada MITROPOLIT NIFON,27,S+P+1E; S+P+3E+Ma,Sector 4,București,1940,,,,1993,Eugeniu IORDACHESCU,
U2,NO,44.4198388,26.0933654,Strada MITROPOLIT NIFON,30,S+P+2E+Ma,Sector 4,București,1937,2,267,267,1997,Sorin APOLZAN,
RS3,NO,44.4196426,26.0935993,Strada MITROPOLIT NIFON,32,S+P,Sector 4,București,1880,,,,1993,Traian POPP,
RS3,NO,44.4194061,26.0943781,Strada MITROPOLIT NIFON,37,S+P,Sector 4,București,1910,,,,1993,Dan STANCIULESCU,
RS3,NO,44.380727,26.129674,Strada MOLDOVIŢA,12 (bloc A8),S+P+10E,Sector 4,București,1965,,,,1995,Adina SIMION,
RS2,NO,44.446374,26.115937,Strada MONUMENTULUI,6 (corp A+B),S+P+2E; S+P,Sector 2,București,1924,,,,1993,Dan POPESCU,
RS2,NO,44.446515,26.115839,Strada MONUMENTULUI,8,S+P+Mz+3E,Sector 2,București,1926,,,,1993,Dan POPESCU,
RS1,NO,44.416369,26.118377,Strada MORILOR,28 (corp A),S+P+1E,Sector 3,București,1900,,,,1993,Mircea CONDRUT,
RS2,NO,44.421686,26.100182,Strada MUZELOR,19,S+P+2E+Ma,Sector 4,București,1930,,,,1993,Adina SIMION,
RS3,NO,44.42278,26.099794,Strada MUZELOR,5,S+P+2E,Sector 4,București,1935,,,,1995,Iorgu NICULA,
RS3,NO,44.425917,26.132887,Strada NEGOIU,37,S+P+1E,Sector 3,București,1940,,,,1993,Serban ALTENLIU,
RS3,NO,44.434392,26.109346,Strada NEGUSTORI,10,S+P+1E,Sector 2,București,1924,,,,1993,Niculaie TUDOSE,
RS3,NO,44.434638,26.109928,Strada NEGUSTORI,14,S+P+6E+Pod,Sector 2,București,1937,,,,1993,Emil COROIU,
RS3,NO,44.43515,26.111424,Strada NEGUSTORI,19,S+P+3E+Ma,Sector 2,București,1934,,,,1993,Radu PETROVICI,
RS2,NO,44.435064,26.111456,Strada NEGUSTORI,24,S+P+2E+Ma,Sector 2,București,1920,,,,1993,Niculaie TUDOSE,
U2,NO,44.42465,26.027485,Strada NERA,2 (bloc OD5),S+P+9E,Sector 6,București,1964,240,1755,1755,2000,Mihai NAVODARIU,
RS3,NO,44.469272,26.069876,Strada NICOLAE DROSSU,26,S+P+2E+Ma,Sector 1,București,1934,,267,267,1994,Mihai URSACHESCU,
RS2,NO,44.452792,26.057057,Strada NICOLAE FILIMON,1,S+P+2E,Sector 6,București,1920,,,,1996,Marin TEODOR,
RS3,NO,44.438992,26.10245,Strada NICOLAE FILIPESCU,32,S+P+2E+Ma,Sector 2,București,1885,,,,1994,Dan GHIOCEL,
RS3,NO,44.4391257,26.102485,Strada NICOLAE FILIPESCU,34 (corp A+B+C),S+P+2E+Ma; S+P+1E; S+P+1E,Sector 2,București,1865,,,,1993,Valentin GEORGESCU,
RS2,NO,44.440727,26.10201,Strada NICOLAE FILIPESCU,50,S+P+4E,Sector 2,București,1930,,,,1993,Dan STANCIULESCU,
RS2,NO,44.440863,26.101848,Strada NICOLAE FILIPESCU,59,S+P+1E,Sector 2,București,1936,,,,1993,Alexandru BRANZEI,
U2,NO,44.442062,26.097488,Strada NICOLAE GOLESCU,20,S+P+3E,Sector 1,București,1921,11,1783,1783,1993,Armand NEFIAN,Reîncadrare în clasă de risc seismic în anul 2016 + acordul asociaţiei proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Armand NEFIAN)
U1,NO,44.440958,26.098039,Strada NICOLAE GOLESCU,5,P+9E,Sector 1,București,1938,21,1766,1766,1998,Alexandrina PRETORIAN,
RS1,NO,44.441222,26.097871,Strada NICOLAE GOLESCU,7,S+P+3E+Ma,Sector 1,București,1920,,,,1993,Armand NEFIAN,
RS3,NO,44.447805,26.092043,Strada NICOLAE IORGA,15A,S+P+3E,Sector 1,București,1933,,471,471,1993,Eugeniu IORDACHESCU,
U2,NO,44.447748,26.092364,Strada NICOLAE IORGA,17,S+P+6E,Sector 1,București,1940,15,2247,2247,1994,Gabriel NICULESCU,
U1,NO,44.447668,26.092308,Strada NICOLAE IORGA,22,S+P+6E+Ma,Sector 1,București,1939,31,314,314,1995,Adina SIMION,
C,YES_PUBLIC,44.4471704,26.0940081,Strada NICOLAE IORGA,31,S+P+5E,Sector 1,București,1936,19,172,172,1996,Leonid NEAGOE,PVRTL nr.2884/2014
U1,NO,44.433662,26.104702,Strada NICOLAE MAVROGHENI,15,S+P+1E+Ma,Sector 3,București,1906,1,239,239,1993,Laurenţiu SPOIALA,
N/A,NO,44.463338,26.075041,Strada NICOLAE RACOTA,8,S+P+10E,Sector 1,București,1976,,,,1994,Traian POPP,
RS3,NO,44.4316781,26.0794201,Strada NICOLAE STAICOVICI,37,S+Ds+P;S+P,Sector 5,București,1930,,,,1993,Dan STANCIULESCU,
RS3,NO,44.430212,26.097328,Strada NICOLAE TONITZA,10 (corp A+B),S+P+1E; S+P,Sector 3,București,1940,,,,1993,Mircea PERJESCU,
U1,NO,44.430114,26.097803,Strada NICOLAE TONITZA,11,S+P+8E,Sector 3,București,1940,67,37,37,1993,Dan POPESCU,
U2,NO,44.430055,26.09761,Strada NICOLAE TONITZA,13,2S+P+Mz+6E,Sector 3,București,1915,18,11504,11504,2016,Mircea CRIŞAN,Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Gabriel NICULESCU)
U1,NO,44.430709,26.099326,Strada NICOLAE TONITZA,3,S+P+2E,Sector 3,București,1901,16,2995,2995,1993,Radu DIAMANDOPOL,
RS1,NO,44.434265,26.067731,Strada NICOLAE TURNESCU,1 (corp A),S+P+2E,Sector 5,București,1910,,,,1993,Mircea NEICU,
RS1,NO,44.435031,26.067743,Strada NICOLAE TURNESCU,15,S+P+3E+Ma,Sector 5,București,1927,,,,1993,Armand NEFIAN,
N/A,NO,44.463016,26.092245,Strada NICOLAE VELESCU,3,S+P+1E,Sector 1,București,1924,,,,1993,Mircea NEICU,
U2,NO,44.430716,26.157971,Strada NICULAE T. SEBE,11 (bloc S21),S+P+9E,Sector 3,București,1962,38,344,344,2001,Mircea CONDRUT,
N/A,NO,44.446877,26.141543,Strada NIFON BALASESCU,14,S+P+2E,Sector 2,București,1930,,,,1993,Adina SIMION,
N/A,NO,44.390503,26.118343,Strada NIȚU VASILE,42 (bloc 2),S+P+4E,Sector 4,București,1963,,,,1995,Mircea NEICU,
U3,NO,44.4470945,26.0852331,Strada OCCIDENTULUI (colț cu Strada ECATERINA TEODOROIU),32 (22),S+P+1E+Ma (anexă: P),Sector 1,București,,5,805,805,2018,Bogdan GULEAC,Încadrare în clasă de risc seismic în anul 2018
RS1,NO,44.447965,26.082654,Strada OCCIDENTULUI,1,S+P+1E,Sector 1,București,1910,,,,1993,Mihai HOTINCEANU,
RS2,NO,44.447781,26.083358,Strada OCCIDENTULUI,13 (corp A+B),S+P+6E,Sector 1,București,1940,,,,1993,Mihai HOTINCEANU,
N/A,NO,44.447642,26.083874,Strada OCCIDENTULUI,21,S+P,Sector 1,București,1890,,,,1993,Mircea MIRONESCU,
RS3,NO,44.447398,26.084425,Strada OCCIDENTULUI,24,S+P+3E,Sector 1,București,1940,,,,1993,Mihai HOTINCEANU,
RS3,NO,44.447212,26.085441,Strada OCCIDENTULUI,34,S+P+5E,Sector 1,București,1940,,,,1993,Mihai HOTINCEANU,
RS3,NO,44.447303,26.085412,Strada OCCIDENTULUI,43 (corp A+B),S+P+3E,Sector 1,București,1940,,,,1993,Mihai HOTINCEANU,
U3,NO,44.4473259,26.085604,Strada OCCIDENTULUI,45 (corp A),S+P+3E+Ma,Sector 1,București,1935,11,154,154,2013,Cătălin STEFAN,Încadrare în clasă de risc seismic în anul 2013
RS2,NO,44.447466,26.084203,Strada OCCIDENTULUI,45 (corp B),S+P+3E+Ma,Sector 1,București,1935,11,114,114,1993,Dan MIHAILESCU,
RS2,NO,44.447292,26.086017,Strada OCCIDENTULUI,49 (corp A+B+C),S+P+1E,Sector 1,București,1890,,,,1993,Radu AGENT,
C,YES_PUBLIC,44.4474211,26.0863662,Strada OCCIDENTULUI,53-55,2S+P+4E+6Eretras,Sector 1,București,2016,8,2464,2464,1993,Elena DRAGOMIRESCU,AC nr.121/1298728/2015; PVRTL nr.01/2016
RS3,NO,44.416775,26.154137,Strada ODOBEŞTI,7 (bloc N12),S+P+10E,Sector 3,București,1965,,,,1996,Alexandrina PRETORIAN,
RS1,NO,44.438922,26.116698,Strada OLARI,14,S+P+2E,Sector 2,București,1935,,,,1993,Traian POPP,
RS1,NO,44.439444,26.11891,Strada OLARI,30,S+P+2E+Ma,Sector 2,București,1870,,,,1993,Niculaie TUDOSE,
U3,NO,44.439522,26.119211,Strada OLARI,32,S+P+1E+Ma,Sector 2,București,1916,,984,984,2017,Anatolie CAZACLIU,"AC nr.730/17""O""/08.07.2004"
RS3,NO,44.422783,26.098809,Strada OLIMPULUI,1,S+P,Sector 4,București,1895,,,,1993,Traian POPP,
RS3,NO,44.422244,26.098671,Strada OLIMPULUI,10 (corp A+B),S+P; S+P+1E,Sector 4,București,1930,,,,1993,Traian POPP,
RS3,NO,44.421967,26.098954,Strada OLIMPULUI,13,S+P+Ma,Sector 4,București,1914,,,,1993,Traian POPP,
RS3,NO,44.421973,26.098665,Strada OLIMPULUI,14 (corp A+B),S+P; S+P+1E,Sector 4,București,1924,,,,1993,Traian POPP,
RS2,NO,44.421223,26.098991,Strada OLIMPULUI,21 (corp A+B),S+P,Sector 4,București,1900,,,,1993,Traian POPP,
RS3,NO,44.420164,26.099706,Strada OLIMPULUI,24 (corp A+B+C+D),S+P+1E+Ma; S+P,Sector 4,București,1940,,,,1993,Cristian BALAN,
RS3,NO,44.420889,26.099188,Strada OLIMPULUI,27,S+P+1E+Ma,Sector 4,București,1931,,,,1993,Traian POPP,
RS3,NO,44.420786,26.099263,Strada OLIMPULUI,29,S+P,Sector 4,București,1896,,,,1993,Traian POPP,
RS3,NO,44.422605,26.098806,Strada OLIMPULUI,3,S+P+2E,Sector 4,București,1930,,,,1993,Cristian BALAN,
RS3,NO,44.421023,26.098961,Strada OLIMPULUI,32,S+P+1E+Ma,Sector 4,București,1889,,,,1993,Traian POPP,
RS1,NO,44.420933,26.099016,Strada OLIMPULUI,34,S+P+2E+Ma,Sector 4,București,1900,,,,1993,Traian POPP,
RS3,NO,44.420276,26.099674,Strada OLIMPULUI,37 (corp A+B),S+P,Sector 4,București,1900,,,,1993,Traian POPP,
RS2,NO,44.420156,26.099781,Strada OLIMPULUI,39 (corp A+B),S+P; S+P+1E+Ma,Sector 4,București,1923,,,,1993,Traian POPP,
U3,NO,44.419851,26.099998,Strada OLIMPULUI,43,S+P+3E+Ma,Sector 4,București,1939,,450,450,2014,Traian POPP,Încadrare în clasă de risc seismic în anul 2014
RS3,NO,44.420326,26.099483,Strada OLIMPULUI,48 (corp A+B+C),S+P,Sector 4,București,1900,,,,1993,Traian POPP,
RS3,NO,44.420108,26.099675,Strada OLIMPULUI,52 (corp A+B),S+P,Sector 4,București,1839,,,,1993,Traian POPP,
RS3,NO,44.419478,26.099929,Strada OLIMPULUI,58A,S+P+1E,Sector 4,București,1920,,,,1993,Traian POPP,
RS2,NO,44.422514,26.098677,Strada OLIMPULUI,6 (corp A+B+C),S+P; S+P+1E; S+P+1E+Ma,Sector 4,București,1896,,,,1993,Traian POPP,
RS2,NO,44.418743,26.100278,Strada OLIMPULUI,61,S+P+1E,Sector 4,București,1920,,,,1993,Traian POPP,
RS3,NO,44.418869,26.100091,Strada OLIMPULUI,64,S+P,Sector 4,București,1909,,,,1993,Traian POPP,
RS1,NO,44.418818,26.100114,Strada OLIMPULUI,66 (corp A+B+C),S+P+1E; S+P,Sector 4,București,1914,,,,1993,Traian POPP,
RS3,NO,44.418766,26.100136,Strada OLIMPULUI,68 (corp A+B),S+P; S+P+1E,Sector 4,București,1930,,,,1993,Traian POPP,
RS3,NO,44.418715,26.100158,Strada OLIMPULUI,70,S+P,Sector 4,București,1900,,,,1993,Traian POPP,
RS1,NO,44.418577,26.100224,Strada OLIMPULUI,72 (corp A+B),S+P,Sector 4,București,1913,,,,1993,Traian POPP,
RS3,NO,44.418514,26.100256,Strada OLIMPULUI,74,S+P+Ma,Sector 4,București,1900,,,,1993,Adina SIMION,
RS3,NO,44.418449,26.100288,Strada OLIMPULUI,76,S+P+1E+Ma,Sector 4,București,1930,,,,1993,Adina SIMION,
RS3,NO,44.422251,26.098797,Strada OLIMPULUI,7A,S+P+Ma,Sector 4,București,1900,,,,1993,Adina SIMION,
RS2,NO,44.418321,26.100353,Strada OLIMPULUI,80 (corp A+B+C),S+P+1E+Ma; S+P+Ma,Sector 4,București,1915,,,,1993,Adina SIMION,
RS2,NO,44.418257,26.100384,Strada OLIMPULUI,82,S+P+Ma,Sector 4,București,1910,,,,1993,Adina SIMION,
RS3,NO,44.422073,26.098794,Strada OLIMPULUI,9 (corp A+B+C),S+P; S+P+1E,Sector 4,București,1912,,,,1993,Traian POPP,
RS1,NO,44.432443,26.130106,Strada ORZARI,15÷17 (corp A+B+C+D+E+H),S+P; S+P+1E; S+P,Sector 2,București,1890,,,,1993,Constantin DALBAN,
RS3,NO,44.433343,26.13323,Strada ORZARI,58B,S+P+2E,Sector 2,București,1934,,,,1993,Niculaie TUDOSE,
RS1,NO,44.4377968,26.0848198,Strada OSTAȘILOR,12 (corp A+B),S+P+2E,Sector 1,București,1883,,,,1993,Mihai PERJESCU,
RS1,NO,44.437768,26.084528,Strada OSTASILOR,19,S+P+2E,Sector 1,București,1926,,,,1993,Mircea PERJESCU,
N/A,NO,44.438053,26.084381,Strada OSTASILOR,23A,S+P,Sector 1,București,1900,,,,1993,Mircea PERJESCU,
RS2,NO,44.438394,26.084395,Strada OSTASILOR,31,S+P+1E,Sector 1,București,1940,,,,1993,Radu AGENT,
U1,NO,44.436872,26.08529,Strada OSTAŞILOR,4 (corp A+B),P+5E+Ma; P+4E+Ma,Sector 1,București,1927,18,2832,2832,1997,Alexandrina PRETORIAN,
RS1,NO,44.437253,26.084948,Strada OSTASILOR,6,S+P+1E+Ma,Sector 1,București,1924,,,,1993,Mircea PERJESCU,
RS2,NO,44.4391645,26.1069699,Strada OȚETARI,6,S+P+2E+Ma,Sector 2,București,1933,,,,1994,Petru IOAN,
U2,NO,44.446486,26.111414,Strada PALADE GHEORGHE,1,S+P+3E,Sector 2,București,1930,15,880,880,1995,Adina SIMION,
U2,NO,44.434388,26.111849,Strada PALEOLOGU,15,S+P+3E+Ma,Sector 3,București,1930,10,138,138,1993,Dan POPESCU,
RS2,NO,44.436088,26.110671,Strada PALEOLOGU,2,S+P+3E,Sector 2,București,1936,,,,1993,Niculaie TUDOSE,
RS3,NO,44.434226,26.111806,Strada PALEOLOGU,22,S+P+1E+Ma,Sector 3,București,1920,,,,1993,Adina SIMION,
C,YES_PUBLIC,44.4357077,26.1111914,Strada PALEOLOGU,3,P+5E,Sector 2,București,1936,20,3414,3414,1993,Nicolae TUDOSE,PVRTL nr.10/2004
RS2,NO,44.435489,26.11117,Strada PALEOLOGU,5 (corp A),S+P+3E,Sector 2,București,1939,,893,893,1994,Dan POPESCU,
RS2,NO,44.435266,26.111452,Strada PALEOLOGU,7,S+P+4E,Sector 2,București,1930,,,,1993,Niculaie TUDOSE,
U3,NO,44.452547,26.106201,Strada PAMFIL NASTASE,19,S+P+2E+Ma,Sector 2,București,1936,4,440,440,1997,Alexandru HRISTOFOROV,
RS2,NO,44.452312,26.107466,Strada PAMFIL NASTASE,22 (corp B),S+Ds+P+2E,Sector 2,București,1940,,,,1995,Eugeniu IORDACHESCU,
RS1,NO,44.464982,26.066988,Strada PANAIT ISTRATI,104 (corp A+B+C),S+P,Sector 1,București,1912,2,154,154,1993,Constantin ARIENESCU,
U2,NO,44.427826,26.115868,Strada PARFUMULUI,28,S+P+7E+Pod,Sector 3,București,1944,30,1772,1772,2018,Gabriel NICULESCU,Încadrare în clasă de risc seismic în anul 2018 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
RS3,NO,44.427826,26.115868,Strada PARFUMULUI,39,S+P,Sector 3,București,1910,,,,1993,Dan POPESCU,
U1,NO,44.4350283,26.11051757,Strada PĂRINTELE STĂNILOAIE (fostă Strada CERNICA),2 (corp A+B),S+P; S+P+1E,Sector 2,București,1921,4,803,803,1993,Mircea CONDRUT,
RS1,NO,44.4351881,26.1093255,Strada PĂRINTELE STĂNILOAIE (fostă Strada CERNICA),6,S+P+5E,Sector 2,București,1937,,1298,1298,1994,Mircea CONDRUT,
U2,NO,44.453852,26.087592,Strada PARIS,4,S+P+3E,Sector 1,București,1937,14,928,928,1995,Vladimir AMBROZIE,
U2,NO,44.457646,26.091992,Strada PARIS,40,S+P+1E+Ma,Sector 1,București,1930,11,881,881,1993,Armand NEFIAN,
U1,NO,44.45410116,26.08766497,Strada PARIS,7 (corp principal+corp secundar),Sp+Ds+P+2E S+P+3E,Sector 1,București,1930,,910,910,2014,Mihai URSĂCHESCU,
RS2,NO,44.454373,26.088015,Strada PARIS,9,S+P+3E+Ma,Sector 1,București,1934,,,,1994,Mircea NEICU,
U2,NO,44.438923,26.111932,Strada PASULUI,5,S+P+3E+Ma,Sector 2,București,1938,5,430,430,1994,Adina SIMION,
RS2,NO,44.4314415,26.1032968,Strada PATRASCU VODA (colț cu Strada SFÂNTUL GHEORGHE NOU),10 (15),S+P+1E+Ma,Sector 3,București,1900,,441,441,1993,Niculaie TUDOSE,
RS2,NO,44.433424,26.104254,Strada PATRASCU VODA,1,S+P+3E+Ma,Sector 3,București,1928,,,,1994,Niculaie TUDOSE,
U1,NO,44.433428,26.104689,Strada PATRAŞCU VODĂ,5,S+P+1E+Mz+Pd,Sector 3,București,1850,4,530,530,1993,Laurenţiu SPOIALA,
U1,NO,44.433465,26.104937,Strada PATRAŞCU VODĂ,7,S+P+2E,Sector 3,București,1889,3,420,420,1995,Adina SIMION,
U1,NO,44.433295,26.104402,Strada PATRAŞCU VODĂ,8,S+P+2E+Pod,Sector 3,București,1890,4,296,296,1993,Laurenţiu SPOIALA,
RS2,NO,44.42981,26.104686,Strada PATRIEI,3,S+P+Mz+3E+Pod,Sector 3,București,1934,,,,1994,Mihai URSACHESCU,
U2,NO,44.4112036,26.1652682,Strada PATRIOŢILOR,3A (bloc M3G),S+P+10E,Sector 3,București,1975,44,3344,3344,2013,Dan POPESCU,Reîncadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
RS1,NO,44.45167,26.103255,Strada PAUL GRECEANU,26,S+P+2E+Ma,Sector 2,București,1940,,,,1993,Niculaie TUDOSE,
RS1,NO,44.451733,26.101914,Strada PAUL GRECEANU,7 (corp A+B),S+P+2ES+P+1E,Sector 2,București,1918,,,,1993,Dan POPESCU,
RS2,NO,44.450051,26.076563,Strada PAUL IONESCU,15,S+P+2E,Sector 1,București,1939,,,,1996,Ovidiu GEORGESCU,
C,YES_PUBLIC,44.468785,26.073319,Strada PETRE CRETU,68,S+P+1E+Ma,Sector 1,București,1936,3,651,651,1993,Mihai NĂVODARIU,PVRTL nr.01/2007
RS3,NO,44.468785,26.073319,Strada PETRE CRETU,77,S+P+2E+Ma,Sector 1,București,1935,,775,775,1995,Mihai IONESCU,
RS3,NO,44.420603,26.101499,Strada PETRU CERCEL,9,S+P+2E,Sector 4,București,1933,,,,1993,Dan STANCIULESCU,
RS2,NO,44.448995,26.076532,Strada PETRU PONI,1÷3,S+P+3E,Sector 1,București,1958,30,284,284,1995,Armand NEFIAN,
RS3,NO,44.449683,26.075606,Strada PETRU PONI,18,S+P+3E+Ma,Sector 1,București,1928,7,19,19,1995,Anatolie CAZACLIU,
RS3,NO,44.449152,26.076571,Strada PETRU PONI,8,S+P+2E+Ma,Sector 1,București,1929,3,889,889,1995,Anatolie CAZACLIU,
RS1,NO,44.450439,26.071722,Strada PETRU RARES,1,S+P+1E+Ma,Sector 1,București,1930,,,,1993,Mircea PERJESCU,
RS1,NO,44.451713,26.072929,Strada PETRU RARES,21,S+P+2E+Pod,Sector 1,București,1913,,,,1993,Mircea PERJESCU,
